"project_item_id","issue_url","repository","title","item_type_before","item_type_after","status_before","status_after","sprint","parent_issue","reason"
"PVTI_lADOEWKGsc4BaNxzzgwtEek","https://github.com/digital-bank-java/.github/issues/2","https://github.com/digital-bank-java/.github","TASK: Standardize Maven verify quality gate for Java services","Task","Task","Ready","Ready","Sprint 0 - Platform Foundation and Local SIT","STORY: Establish Java service quality gates and SonarQube strategy","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgwtEfk","https://github.com/digital-bank-java/.github/issues/3","https://github.com/digital-bank-java/.github","TASK: Add local SonarQube quality dashboard setup","Task","Task","Backlog","Backlog","Sprint 0 - Platform Foundation and Local SIT","STORY: Establish Java service quality gates and SonarQube strategy","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgwtEgM","https://github.com/digital-bank-java/.github/issues/4","https://github.com/digital-bank-java/.github","TASK: Deploy SonarQube tooling stack to local SIT Kubernetes","Task","Task","Backlog","Backlog","Sprint 0 - Platform Foundation and Local SIT","STORY: Establish Java service quality gates and SonarQube strategy","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgwtEhg","https://github.com/digital-bank-java/.github/issues/5","https://github.com/digital-bank-java/.github","TASK: Integrate SonarQube Cloud quality gate for public repositories","Task","Task","Backlog","Backlog","Sprint 7 - AWS UAT and Production Readiness","STORY: Establish Java service quality gates and SonarQube strategy","Cloud quality-gate integration is release-environment hardening for public repositories; assign to Sprint 7 rather than the local-SIT quality baseline."
"PVTI_lADOEWKGsc4BaNxzzgw3fjo","https://github.com/digital-bank-java/infra-sit/issues/1","https://github.com/digital-bank-java/infra-sit","TASK: Provision shared local PostgreSQL for SIT","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgw4Ch4","https://github.com/digital-bank-java/api-gateway/issues/1","https://github.com/digital-bank-java/api-gateway","STORY: Create api-gateway with Kubernetes-native routing and health smoke test","Story","Story","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgw4Z_4","https://github.com/digital-bank-java/api-gateway/issues/3","https://github.com/digital-bank-java/api-gateway","STORY: Implement API Gateway rate limiting and downstream resilience","Story","Story","Backlog","Backlog","Sprint 6 - Operational Resilience and Observability","","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgw4aFU","https://github.com/digital-bank-java/api-gateway/issues/4","https://github.com/digital-bank-java/api-gateway","TASK: Add Redis-backed rate limiting to gateway routes","Task","Task","Backlog","Backlog","Sprint 6 - Operational Resilience and Observability","STORY: Implement API Gateway rate limiting and downstream resilience","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgw4aJA","https://github.com/digital-bank-java/api-gateway/issues/5","https://github.com/digital-bank-java/api-gateway","TASK: Add circuit breaker and retry policies to gateway routes","Task","Task","Backlog","Backlog","Sprint 6 - Operational Resilience and Observability","STORY: Implement API Gateway rate limiting and downstream resilience","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgw4aNI","https://github.com/digital-bank-java/api-gateway/issues/6","https://github.com/digital-bank-java/api-gateway","TASK: Add gateway resilience and throttling tests","Task","Task","Backlog","Backlog","Sprint 6 - Operational Resilience and Observability","STORY: Implement API Gateway rate limiting and downstream resilience","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgw5c8I","https://github.com/digital-bank-java/api-gateway/issues/7","https://github.com/digital-bank-java/api-gateway","TASK: Expose downstream OpenAPI docs through API Gateway","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Potential overlap with central Swagger UI tasks; this completed gateway exposure is retained as Sprint 1 evidence for documented customer/account API access."
"PVTI_lADOEWKGsc4BaNxzzgw50mc","https://github.com/digital-bank-java/account-service/issues/1","https://github.com/digital-bank-java/account-service","STORY: Implement account lifecycle and account lookup","Story","Story","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51Rc","https://github.com/digital-bank-java/account-service/issues/2","https://github.com/digital-bank-java/account-service","TASK: Bootstrap account-service with Spring Boot and CI","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement account lifecycle and account lookup","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51UE","https://github.com/digital-bank-java/account-service/issues/3","https://github.com/digital-bank-java/account-service","TASK: Establish account-service PostgreSQL persistence","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement account lifecycle and account lookup","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51Wc","https://github.com/digital-bank-java/account-service/issues/4","https://github.com/digital-bank-java/account-service","TASK: Implement account aggregate and account creation use case","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement account lifecycle and account lookup","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51Yo","https://github.com/digital-bank-java/account-service/issues/5","https://github.com/digital-bank-java/account-service","TASK: Expose account creation and lookup APIs","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement account lifecycle and account lookup","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51aM","https://github.com/digital-bank-java/account-service/issues/6","https://github.com/digital-bank-java/account-service","TASK: Add account API integration tests and Insomnia requests","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement account lifecycle and account lookup","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51co","https://github.com/digital-bank-java/account-service/issues/7","https://github.com/digital-bank-java/account-service","TASK: Deploy account-service to SIT behind API Gateway","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement account lifecycle and account lookup","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw51e8","https://github.com/digital-bank-java/account-service/issues/8","https://github.com/digital-bank-java/account-service","TASK: Plan account reservation and ledger-driven posting events","Task","Task","Done","Done","Sprint 2 - Ledger Foundation","STORY: Implement account lifecycle and account lookup","Reservation and ledger-posting design precedes transfer execution; assign to Sprint 2 as the controlled-ledger interface foundation."
"PVTI_lADOEWKGsc4BaNxzzgw_mpA","https://github.com/digital-bank-java/customer-service/issues/13","https://github.com/digital-bank-java/customer-service","TASK: Align customer-service dependency declarations with service baseline","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgw_1-o","https://github.com/digital-bank-java/customer-service/issues/15","https://github.com/digital-bank-java/customer-service","TASK: Rename customer application service to CustomerService","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","STORY: Implement customer registration and profile management","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxAtRA","https://github.com/digital-bank-java/config-repo/issues/6","https://github.com/digital-bank-java/config-repo","TASK: Route service diagnostics through API Gateway","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxAz4k","https://github.com/digital-bank-java/api-gateway/issues/8","https://github.com/digital-bank-java/api-gateway","STORY: Add internal admin query APIs","Story","Story","Backlog","Backlog","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxAz40","https://github.com/digital-bank-java/customer-service/issues/16","https://github.com/digital-bank-java/customer-service","TASK: Add paginated admin customer query API","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxAz48","https://github.com/digital-bank-java/account-service/issues/14","https://github.com/digital-bank-java/account-service","TASK: Add paginated admin account query API","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxAz5Y","https://github.com/digital-bank-java/config-repo/issues/8","https://github.com/digital-bank-java/config-repo","TASK: Route admin APIs through API Gateway in SIT","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxA3ao","https://github.com/digital-bank-java/infra-sit/issues/3","https://github.com/digital-bank-java/infra-sit","TASK: Update local PostgreSQL README active database notes","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxB04c","https://github.com/digital-bank-java/api-gateway/issues/9","https://github.com/digital-bank-java/api-gateway","STORY: Centralize internal API documentation","Story","Story","Done","Done","Sprint 1 - Customer and Account Foundation","","Potential overlap with the earlier gateway OpenAPI exposure work; retain as Sprint 1 because central documentation supports customer/account admin queries."
"PVTI_lADOEWKGsc4BaNxzzgxB04o","https://github.com/digital-bank-java/api-gateway/issues/10","https://github.com/digital-bank-java/api-gateway","TASK: Enable central Swagger UI in API Gateway","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Potential overlap with downstream OpenAPI exposure and service aggregation tasks; retain as Sprint 1 as the concrete central Swagger UI implementation."
"PVTI_lADOEWKGsc4BaNxzzgxB04s","https://github.com/digital-bank-java/config-repo/issues/9","https://github.com/digital-bank-java/config-repo","TASK: Configure admin docs routes for Swagger UI","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Potential overlap with central Swagger UI routing; retain as Sprint 1 because it enables admin API documentation through the gateway."
"PVTI_lADOEWKGsc4BaNxzzgxB6b8","https://github.com/digital-bank-java/config-repo/issues/11","https://github.com/digital-bank-java/config-repo","BUG: Fix API Gateway Swagger UI route","Task","Bug","Done","Done","Sprint 1 - Customer and Account Foundation","","Native Issue Type corrected to Bug and the bug label applied during migration. Potential duplicate/related remediation with gateway OpenAPI server-URL fixes; assign to Sprint 1 because it repairs the central customer/account API documentation path."
"PVTI_lADOEWKGsc4BaNxzzgxCEyE","https://github.com/digital-bank-java/config-repo/issues/13","https://github.com/digital-bank-java/config-repo","BUG: Fix gateway OpenAPI server URLs","Task","Bug","Done","Done","Sprint 1 - Customer and Account Foundation","","Native Issue Type corrected to Bug and the bug label applied during migration. Potential duplicate/related remediation with Swagger UI route fixes; assign to Sprint 1 because it repairs gateway-published OpenAPI for Sprint 1 APIs."
"PVTI_lADOEWKGsc4BaNxzzgxCMWQ","https://github.com/digital-bank-java/account-service/issues/15","https://github.com/digital-bank-java/account-service","BUG: Document account API error responses with ProblemDetail schema","Task","Bug","Done","Done","Sprint 1 - Customer and Account Foundation","","Native Issue Type corrected to Bug and the bug label applied during migration. Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxCMWU","https://github.com/digital-bank-java/customer-service/issues/17","https://github.com/digital-bank-java/customer-service","BUG: Document customer API error responses with ProblemDetail schema","Task","Bug","Done","Done","Sprint 1 - Customer and Account Foundation","","Native Issue Type corrected to Bug and the bug label applied during migration. Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxCycM","https://github.com/digital-bank-java/customer-service/issues/19","https://github.com/digital-bank-java/customer-service","TASK: Add explicit OpenAPI error examples","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxCycQ","https://github.com/digital-bank-java/account-service/issues/17","https://github.com/digital-bank-java/account-service","TASK: Add explicit OpenAPI error examples","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxC65w","https://github.com/digital-bank-java/infra-sit/issues/5","https://github.com/digital-bank-java/infra-sit","EPIC: Kubernetes Operations Dashboard","Epic","Epic","Done","Done","Sprint 6 - Operational Resilience and Observability","","Operations-dashboard epic contains future AWS guidance, but its delivered Headlamp scope is local SIT observability; assign to Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgxC658","https://github.com/digital-bank-java/infra-sit/issues/6","https://github.com/digital-bank-java/infra-sit","STORY: Install Headlamp dashboard for local SIT Kubernetes operations","Story","Story","Done","Done","Sprint 6 - Operational Resilience and Observability","","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgxC66U","https://github.com/digital-bank-java/infra-sit/issues/7","https://github.com/digital-bank-java/infra-sit","TASK: Add Headlamp Helm chart for local SIT","Task","Task","Done","Done","Sprint 6 - Operational Resilience and Observability","STORY: Install Headlamp dashboard for local SIT Kubernetes operations","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgxC66g","https://github.com/digital-bank-java/infra-sit/issues/8","https://github.com/digital-bank-java/infra-sit","TASK: Document local Headlamp usage and AWS dashboard guidance","Task","Task","Done","Done","Sprint 6 - Operational Resilience and Observability","STORY: Install Headlamp dashboard for local SIT Kubernetes operations","Mixed local-SIT and AWS guidance; assign to Sprint 6 because the implemented dashboard is local operational tooling, with Sprint 7 AWS guidance only documented."
"PVTI_lADOEWKGsc4BaNxzzgxDEAY","https://github.com/digital-bank-java/infra-sit/issues/10","https://github.com/digital-bank-java/infra-sit","TASK: Replace in-cluster Headlamp with Headlamp Desktop guidance","Task","Task","Done","Done","Sprint 6 - Operational Resilience and Observability","","Delivers centralized observability, logging, resilience, throttling, operational visibility, or operational governance required for Sprint 6."
"PVTI_lADOEWKGsc4BaNxzzgxFS7g","https://github.com/digital-bank-java/customer-service/issues/23","https://github.com/digital-bank-java/customer-service","TASK: Move customer registration to admin API surface","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","#4","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxFS8Y","https://github.com/digital-bank-java/config-repo/issues/17","https://github.com/digital-bank-java/config-repo","TASK: Route admin customer registration through API Gateway","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxGMfo","https://github.com/digital-bank-java/account-service/issues/21","https://github.com/digital-bank-java/account-service","TASK: Fix admin account sort query parsing","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","","Delivers customer or account lifecycle capability, API contract, admin-query support, persistence, or SIT evidence required for the Sprint 1 foundation."
"PVTI_lADOEWKGsc4BaNxzzgxGozE","","","EPIC: Ledger and Financial Posting","Epic","Epic","Backlog","Backlog","Sprint 2 - Ledger Foundation","","Broad ledger epic spans Sprint 2 foundations and Sprint 3 integration; assign the epic to Sprint 2, with event-consistency child items separately mapped to Sprint 3."
"PVTI_lADOEWKGsc4BaNxzzgxGo2o","","","STORY: Implement immutable ledger postings","Story","Story","Backlog","Backlog","Sprint 2 - Ledger Foundation","","Establishes ledger-service bootstrap, immutable posting, controlled-ledger interface, reconciliation, or ledger configuration required for Sprint 2."
"PVTI_lADOEWKGsc4BaNxzzgxGo3o","","","STORY: Publish ledger posting completion events","Story","Story","Backlog","Backlog","Sprint 3 - Internal Transfers and Event Consistency","","Ledger completion events are the handoff for transfer workflow consistency; assign to Sprint 3 rather than the Sprint 2 ledger persistence foundation."
"PVTI_lADOEWKGsc4BaNxzzgxGo5o","","","STORY: Commit account reservations from ledger events","Story","Story","Backlog","Backlog","Sprint 3 - Internal Transfers and Event Consistency","","Delivers internal-transfer orchestration, Kafka contract/event flow, account reservation completion, or transfer verification required for Sprint 3 consistency."
"PVTI_lADOEWKGsc4BaNxzzgxGo7g","","","STORY: Orchestrate transfer saga with ledger-driven completion","Story","Story","Backlog","Backlog","Sprint 3 - Internal Transfers and Event Consistency","","Delivers internal-transfer orchestration, Kafka contract/event flow, account reservation completion, or transfer verification required for Sprint 3 consistency."
"PVTI_lADOEWKGsc4BaNxzzgxGo80","","","TASK: Define ledger event contracts and AsyncAPI","Task","Task","Backlog","Backlog","Sprint 3 - Internal Transfers and Event Consistency","","Ledger event contracts serve the transfer saga and account reservation consumers; assign to Sprint 3 event consistency rather than Sprint 2 internal ledger APIs."
"PVTI_lADOEWKGsc4BaNxzzgxGo-M","","","TASK: Define reconciliation requirements for ledger, accounts, and transfers","Task","Task","Backlog","Backlog","Sprint 2 - Ledger Foundation","","Establishes ledger-service bootstrap, immutable posting, controlled-ledger interface, reconciliation, or ledger configuration required for Sprint 2."
"PVTI_lADOEWKGsc4BaNxzzgxGwKM","https://github.com/digital-bank-java/ledger-service/issues/1","https://github.com/digital-bank-java/ledger-service","STORY: Bootstrap ledger-service","Story","Story","Done","Done","Sprint 2 - Ledger Foundation","EPIC: Ledger and Financial Posting","Establishes ledger-service bootstrap, immutable posting, controlled-ledger interface, reconciliation, or ledger configuration required for Sprint 2."
"PVTI_lADOEWKGsc4BaNxzzgxG1JQ","https://github.com/digital-bank-java/config-repo/issues/19","https://github.com/digital-bank-java/config-repo","TASK: Add ledger-service baseline configuration","Task","Task","Done","Done","Sprint 2 - Ledger Foundation","STORY: Bootstrap ledger-service","Establishes ledger-service bootstrap, immutable posting, controlled-ledger interface, reconciliation, or ledger configuration required for Sprint 2."
"PVTI_lADOEWKGsc4BaNxzzgxHlgw","https://github.com/digital-bank-java/ledger-service/issues/3","https://github.com/digital-bank-java/ledger-service","TASK: Deploy ledger-service to local SIT","Task","Task","Done","Done","Sprint 2 - Ledger Foundation","STORY: Bootstrap ledger-service","Establishes ledger-service bootstrap, immutable posting, controlled-ledger interface, reconciliation, or ledger configuration required for Sprint 2."
"PVTI_lADOEWKGsc4BaNxzzgxHq0E","https://github.com/digital-bank-java/infra-sit/issues/12","https://github.com/digital-bank-java/infra-sit","TASK: Rename SIT infrastructure repository to infra-sit","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","EPIC: Local Deployment","Repository rename is platform/local-SIT hygiene rather than a banking capability; assign to Sprint 0."
"PVTI_lADOEWKGsc4BaNxzzgxHsNg","https://github.com/digital-bank-java/customer-service/issues/25","https://github.com/digital-bank-java/customer-service","TASK: Update SIT infrastructure repository reference to infra-sit","Task","Task","Done","Done","Sprint 1 - Customer and Account Foundation","EPIC: Local Deployment","Customer README update follows local-SIT repository renaming but is customer-service deployment evidence; best fit Sprint 1."
"PVTI_lADOEWKGsc4BaNxzzgxHyFA","https://github.com/digital-bank-java/config-repo/issues/21","https://github.com/digital-bank-java/config-repo","TASK: Rename platform-config repository to config-repo","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","EPIC: Config Server","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxHzmM","https://github.com/digital-bank-java/config-server/issues/16","https://github.com/digital-bank-java/config-server","TASK: Update Config Server references to config-repo","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","EPIC: Config Server","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxHzsc","https://github.com/digital-bank-java/api-gateway/issues/12","https://github.com/digital-bank-java/api-gateway","TASK: Update config repository documentation reference","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","EPIC: Config Server","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxQHhI","https://github.com/digital-bank-java/.github/issues/6","https://github.com/digital-bank-java/.github","STORY: Standardize Java unit and integration test phases","Story","Story","Done","Done","Sprint 0 - Platform Foundation and Local SIT","EPIC: Testing & Quality","Cross-service test-phase convention is a CI foundation prerequisite; assign to Sprint 0 despite its legacy operational-readiness phase."
"PVTI_lADOEWKGsc4BaNxzzgxQHoM","https://github.com/digital-bank-java/.github/issues/7","https://github.com/digital-bank-java/.github","TASK: Define Maven Surefire and Failsafe testing convention","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","STORY: Standardize Java unit and integration test phases","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxQHsE","https://github.com/digital-bank-java/customer-service/issues/27","https://github.com/digital-bank-java/customer-service","TASK: Split customer-service unit and integration test phases","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","STORY: Standardize Java unit and integration test phases","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxQHvY","https://github.com/digital-bank-java/account-service/issues/24","https://github.com/digital-bank-java/account-service","TASK: Split account-service unit and integration test phases","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","STORY: Standardize Java unit and integration test phases","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxQHzg","https://github.com/digital-bank-java/.github/issues/8","https://github.com/digital-bank-java/.github","TASK: Update Java service CI template for explicit test stages","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","STORY: Standardize Java unit and integration test phases","Establishes a shared platform, CI, governance, configuration, or local-SIT prerequisite required for the Sprint 0 reproducible platform outcome."
"PVTI_lADOEWKGsc4BaNxzzgxnDN8","https://github.com/digital-bank-java/customer-service/issues/29","https://github.com/digital-bank-java/customer-service","TASK: Add Maven verify quality gate to customer-service","","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","TASK: Standardize Maven verify quality gate for Java services","Native Issue Type set to Task during migration. Sprint 0 because it applies the shared Maven verify CI gate to customer-service."
"PVTI_lADOEWKGsc4BaNxzzgxnOCw","https://github.com/digital-bank-java/account-service/issues/26","https://github.com/digital-bank-java/account-service","TASK: Add Maven verify quality gate to account-service","","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","TASK: Standardize Maven verify quality gate for Java services","Native Issue Type set to Task during migration. Sprint 0 because it applies the shared Maven verify CI gate to account-service."
"PVTI_lADOEWKGsc4BaNxzzg0ZjaQ","https://github.com/digital-bank-java/.github/issues/15","https://github.com/digital-bank-java/.github","TASK: Add project handoff and current-state documentation","","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","Native Issue Type set to Task during migration. Sprint 0 because project handoff/current-state documentation is governance baseline."
"PVTI_lADOEWKGsc4BaNxzzg0kpqU","https://github.com/digital-bank-java/infra-sit/issues/17","https://github.com/digital-bank-java/infra-sit","TASK: Provision Kafka for local SIT event streaming","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","Kafka is explicitly required for the reproducible local Kubernetes SIT platform; assign to Sprint 0 even though later transfer work consumes it."
"PVTI_lADOEWKGsc4BaNxzzg0nJB4","https://github.com/digital-bank-java/infra-sit/issues/19","https://github.com/digital-bank-java/infra-sit","TASK: Add AKHQ dashboard for local SIT Kafka inspection","Task","Task","Done","Done","Sprint 0 - Platform Foundation and Local SIT","","AKHQ is explicitly required for the reproducible local Kubernetes SIT platform; assign to Sprint 0 even though later event work consumes it."
"PVTI_lADOEWKGsc4BaNxzzg0ofC0","https://github.com/digital-bank-java/ledger-service/issues/4","https://github.com/digital-bank-java/ledger-service","STORY: Implement immutable ledger entry posting and lookup","Story","Story","Done","Done","Sprint 2 - Ledger Foundation","","Establishes ledger-service bootstrap, immutable posting, controlled-ledger interface, reconciliation, or ledger configuration required for Sprint 2."
"PVTI_lADOEWKGsc4BaNxzzg073vI","https://github.com/digital-bank-java/transaction-service/issues/1","https://github.com/digital-bank-java/transaction-service","STORY: Bootstrap transaction-service","Story","Story","In progress","In progress","Sprint 3 - Internal Transfers and Event Consistency","","Delivers internal-transfer orchestration, Kafka contract/event flow, account reservation completion, or transfer verification required for Sprint 3 consistency."
"PVTI_lADOEWKGsc4BaNxzzg08SC0","https://github.com/digital-bank-java/.github/issues/17","https://github.com/digital-bank-java/.github","TASK: Restructure Digital Bank Java Platform Project around outcome-based sprints","","Task","Backlog","Backlog","Sprint 0 - Platform Foundation and Local SIT","","Native Issue Type set to Task during migration. Project-structure migration is platform-wide governance, so Sprint 0 follows the approved fallback rule."
