"issue_url","current_parent_url","desired_parent_url","sprint","reason","changes_parent"
"https://github.com/digital-bank-java/customer-service/issues/25","","https://github.com/digital-bank-java/.github/issues/19","Sprint 1 - Customer and Account Foundation","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/config-repo/issues/21","","https://github.com/digital-bank-java/config-server/issues/2","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/config-server/issues/16","","https://github.com/digital-bank-java/config-server/issues/2","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/api-gateway/issues/12","","https://github.com/digital-bank-java/config-server/issues/2","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/6","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/7","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/customer-service/issues/27","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/account-service/issues/24","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/8","","https://github.com/digital-bank-java/.github/issues/33","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/customer-service/issues/29","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/account-service/issues/26","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/15","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/infra-sit/issues/17","","https://github.com/digital-bank-java/.github/issues/35","Sprint 0 - Platform Foundation and Local SIT","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/infra-sit/issues/19","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/ledger-service/issues/4","","https://github.com/digital-bank-java/.github/issues/99","Sprint 2 - Ledger Foundation","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/transaction-service/issues/1","","https://github.com/digital-bank-java/.github/issues/30","Sprint 3 - Internal Transfers and Event Consistency","Attach to matching same-Sprint historic epic","true"
"https://github.com/digital-bank-java/.github/issues/17","","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Attach directly to owning Sprint because no same-Sprint historic epic exists","true"
"https://github.com/digital-bank-java/.github/issues/18","","","Sprint 0 - Platform Foundation and Local SIT","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/19","","","Sprint 1 - Customer and Account Foundation","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/20","","","Sprint 2 - Ledger Foundation","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/21","","","Sprint 3 - Internal Transfers and Event Consistency","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/22","","","Sprint 4 - Secure Customer Access and Step-Up Authorization","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/23","","","Sprint 5 - Payment Rails and Notifications","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/24","","","Sprint 6 - Operational Resilience and Observability","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/25","","","Sprint 7 - AWS UAT and Production Readiness","Sprint epic root","false"
"https://github.com/digital-bank-java/.github/issues/107","https://github.com/digital-bank-java/.github/issues/18","https://github.com/digital-bank-java/.github/issues/18","Sprint 0 - Platform Foundation and Local SIT","Created under the intended Sprint root","false"
"https://github.com/digital-bank-java/.github/issues/108","https://github.com/digital-bank-java/.github/issues/35","https://github.com/digital-bank-java/.github/issues/35","Sprint 0 - Platform Foundation and Local SIT","Created under the intended same-Sprint historic epic","false"
